ID,Station Name,Address,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
102,Stony Island Ave & 67th St,,11,11,In Service,41.773458499,-87.585339739,"(41.77345849948, -87.5853397391)"
103,Clinton St & Polk St,,15,15,In Service,41.871466518,-87.640949133,"(41.87146651779, -87.6409491327)"
11,Jeffery Blvd & 71st St,,11,11,In Service,41.766638237,-87.576450114,"(41.76663823695, -87.5764501141)"
12,South Shore Dr & 71st St,,15,15,In Service,41.766409457,-87.565687572,"(41.7664094567, -87.5656875719)"
132,Wentworth Ave & 24th St (Temp),,15,15,In Service,41.850083693,-87.632140517,"(41.85008369347577, -87.6321405172348)"
133,Kingsbury St & Kinzie St,,31,31,In Service,41.889176833,-87.638505772,"(41.88917683258, -87.6385057718)"
145,Mies van der Rohe Way & Chestnut St,,19,19,In Service,41.898586651,-87.621915226,"(41.8985866514, -87.6219152258)"
156,Clark St & Wellington Ave,,15,15,In Service,41.936496822,-87.647538658,"(41.9364968219, -87.6475386582)"
157,Lake Shore Dr & Wellington Ave,,15,15,In Service,41.936688449,-87.636829019,"(41.9366884494997, -87.63682901859283)"
161,Rush St & Superior St,,23,23,In Service,41.895764746,-87.625908033,"(41.89576474564, -87.6259080327)"
172,Rush St & Cedar St,,11,11,In Service,41.902308701,-87.627690528,"(41.90230870122, -87.627690528)"
2,Buckingham Fountain,,39,39,In Service,41.876511229,-87.62054801,"(41.87651122881695, -87.62054800987242)"
239,Western Ave & Leland Ave,,15,15,In Service,41.96581646,-87.686498165,"(41.96581646001197, -87.68649816513062)"
259,California Ave & Francis Pl (Temp),,15,15,In Service,41.918491154,-87.697422802,"(41.91849115368695, -87.69742280244827)"
270,Stony Island Ave & 75th St,,11,11,In Service,41.75866967,-87.586882871,"(41.7586696704, -87.586882871)"
286,Franklin St & Adams St (Temp),,15,15,In Service,41.879434091,-87.635504007,"(41.87943409140013, -87.63550400733948)"
3,Shedd Aquarium,,55,55,In Service,41.867225957,-87.61535539,"(41.86722595682, -87.6153553902)"
31,Franklin St & Chicago Ave,,23,23,In Service,41.896746973,-87.635667622,"(41.896746973093805, -87.63566762208939)"
319,Greenview Ave & Diversey Pkwy,,15,15,In Service,41.932589634,-87.665936351,"(41.93258963429789, -87.66593635082245)"
34,Cannon Dr & Fullerton Ave,,15,15,In Service,41.926755988,-87.634428785,"(41.9267559875, -87.6344287848)"
348,California Ave & 21st St,,15,15,In Service,41.853804066,-87.695742399,"(41.8538040657915, -87.69574239850043)"
352,Jeffery Blvd & 67th St,,11,11,In Service,41.773517551,-87.577142826,"(41.77351755125, -87.5771428255)"
354,Sheridan Rd & Greenleaf Ave,,15,15,In Service,42.010586563,-87.662412095,"(42.01058656284, -87.6624120948)"
356,Stony Island Ave & 71st St,,11,11,In Service,41.766492937,-87.586460878,"(41.7664929373, -87.5864608775)"
359,Larrabee St & Division St,,23,23,In Service,41.90348607,-87.643353494,"(41.90348607004, -87.6433534936)"
36,Franklin St & Jackson Blvd,,39,39,In Service,41.877707956,-87.635321141,"(41.8777079559, -87.6353211408)"
364,Larrabee St & Oak St,,19,19,In Service,41.900219493,-87.642985468,"(41.90021949323, -87.6429854676)"
366,Loomis St & Archer Ave,,11,11,In Service,41.84163254,-87.657434953,"(41.84163253965, -87.6574349533)"
367,Racine Ave & 35th St,,15,15,In Service,41.830696113,-87.655975912,"(41.83069611252, -87.6559759116)"
368,Ashland Ave & Archer Ave,,15,15,In Service,41.839208684,-87.665609859,"(41.83920868403, -87.6656098589)"
369,Wood St & 35th St,,11,11,In Service,41.830104654,-87.670298309,"(41.83010465416, -87.6702983089)"
37,Dearborn St & Adams St,,19,19,In Service,41.879356359,-87.629791036,"(41.8793563587, -87.6297910363)"
370,Calumet Ave & 21st St,,15,15,In Service,41.854184249,-87.619153741,"(41.85418424947, -87.6191537415)"
373,Kedzie Ave & Chicago Ave,,11,11,In Service,41.895465303,-87.706127884,"(41.89546530305, -87.7061278837)"
374,Western Ave & Walton St,,23,23,In Service,41.898417689,-87.686596016,"(41.89841768945, -87.6865960164)"
375,Sacramento Blvd & Franklin Blvd,,11,11,In Service,41.890468792,-87.702607512,"(41.89046879243862, -87.70260751247406)"
376,Artesian Ave & Hubbard St,,35,35,In Service,41.88949182,-87.688219365,"(41.88949181977, -87.6882193648)"
377,Kedzie Ave & Lake St,,15,15,In Service,41.884603285,-87.706303744,"(41.88460328501, -87.7063037436)"
378,California Ave & Lake St,,11,11,In Service,41.884453957,-87.696298137,"(41.88445395657, -87.6962981368)"
38,Clark St & Lake St,,27,27,In Service,41.886020828,-87.630876058,"(41.88602082773, -87.6308760584)"
381,Western Ave & Monroe St,,15,15,In Service,41.879787709,-87.686112808,"(41.8797877089, -87.686112808)"
382,Western Ave & Congress Pkwy,,19,19,In Service,41.874748851,-87.686445276,"(41.87474885079, -87.6864452757)"
384,Halsted St & 51st St,,11,11,In Service,41.80183164,-87.645213904,"(41.80183164049, -87.645213904)"
386,Halsted St & 56th St,,11,11,In Service,41.792929646,-87.644990057,"(41.79292964599, -87.6449900565)"
388,Halsted St & 63rd St,,11,11,In Service,41.779381142,-87.644620815,"(41.77938114228, -87.6446208145)"
39,Wabash Ave & Adams St,,23,23,In Service,41.879472352,-87.625688606,"(41.87947235235, -87.6256886059)"
390,Wentworth Ave & 63rd St,,11,11,In Service,41.780079633,-87.629746305,"(41.78007963264, -87.6297463052)"
391,Halsted St & 69th St,,11,11,In Service,41.76906172,-87.644613578,"(41.76906172032, -87.6446135779)"
392,Perry Ave & 69th St,,11,11,In Service,41.76929309,-87.628195929,"(41.76929308995, -87.6281959291)"
393,Calumet Ave & 71st St,,11,11,In Service,41.765508006,-87.616917925,"(41.76550800581, -87.616917925)"
395,Jeffery Blvd & 76th St,,11,11,In Service,41.757120068,-87.575839359,"(41.75712006802, -87.5758393587)"
398,Rainbow Beach,,15,15,In Service,41.757871448,-87.54938625,"(41.75787144829, -87.54938625)"
399,South Shore Dr & 74th St,,11,11,In Service,41.76218896,-87.55927465,"(41.76218896038, -87.55927465)"
403,Wentworth Ave & 33rd St,,15,15,In Service,41.834529886,-87.631822981,"(41.83452988563, -87.6318229814)"
406,Lake Park Ave & 35th St,,19,19,In Service,41.831274235,-87.608799195,"(41.83127423549, -87.6087991946)"
407,State St & Pershing Rd,,11,11,In Service,41.823015238,-87.626568018,"(41.82301523798, -87.6265680185)"
409,Shields Ave & 43rd St,,11,11,In Service,41.816207679,-87.63481935,"(41.81620767856, -87.6348193497)"
41,Federal St & Polk St,,19,19,In Service,41.872077633,-87.629543773,"(41.87207763285, -87.6295437729)"
410,Prairie Ave & 43rd St,,15,15,In Service,41.816658893,-87.619412462,"(41.81665889302, -87.6194124619)"
411,Halsted St & 47th Pl,,11,11,In Service,41.808133915,-87.645616554,"(41.80813391481, -87.6456165545)"
412,Princeton Ave & 47th St,,11,11,In Service,41.809317709,-87.633449288,"(41.80931770924, -87.633449288)"
413,Woodlawn Ave & Lake Park Ave,,15,15,In Service,41.81409271,-87.597005148,"(41.81409271048, -87.5970051479)"
415,Calumet Ave & 51st St,,11,11,In Service,41.802294651,-87.61805358,"(41.80229465088, -87.6180535802)"
418,Ellis Ave & 53rd St,,11,11,In Service,41.799336263,-87.600958115,"(41.79933626261, -87.6009581145)"
419,Lake Park Ave & 53rd St,,15,15,In Service,41.799494294,-87.586449896,"(41.79949429373, -87.5864498959)"
420,Ellis Ave & 55th St,,19,19,In Service,41.794300621,-87.601449773,"(41.79430062054, -87.6014497734)"
421,MLK Jr Dr & 56th St,,11,11,In Service,41.793429457,-87.615853262,"(41.79342945658, -87.6158532619)"
422,DuSable Museum,,11,11,In Service,41.791568011,-87.607852177,"(41.79156801058, -87.6078521774)"
424,Museum of Science and Industry,,27,27,In Service,41.79172821,-87.583945009,"(41.79172820953, -87.583945009)"
425,Harper Ave & 59th St,,15,15,In Service,41.787942813,-87.58831517,"(41.78794281287, -87.5883151702)"
426,Ellis Ave & 60th St,,19,19,In Service,41.785097146,-87.601072761,"(41.78509714636, -87.6010727606)"
427,Cottage Grove Ave & 63rd St,,15,15,In Service,41.780599015,-87.606112388,"(41.78059901484, -87.606112388)"
428,Dorchester Ave & 63rd St,,11,11,In Service,41.780405646,-87.591415989,"(41.7804056457, -87.5914159893)"
43,Michigan Ave & Washington St,,43,43,In Service,41.883984065,-87.624683976,"(41.8839840647265, -87.6246839761734)"
430,MLK Jr Dr & 63rd St,,11,11,In Service,41.780080637,-87.615942857,"(41.78008063659, -87.6159428567)"
431,Eberhart Ave & 61st St,,11,11,In Service,41.784141693,-87.61330783,"(41.78414169317, -87.6133078304)"
433,Kedzie Ave & Harrison St,,11,11,In Service,41.873599675,-87.704870749,"(41.87359967462, -87.7048707493)"
434,Ogden Ave & Roosevelt Rd,,19,19,In Service,41.866501483,-87.68469707,"(41.86650148316, -87.68469707)"
435,Kedzie Ave & Roosevelt Rd,,11,11,In Service,41.866492782,-87.706496176,"(41.86649278172, -87.7064961757)"
438,Central Park Ave & Ogden Ave,,15,15,In Service,41.854204313,-87.715405838,"(41.85420431327, -87.7154058381)"
439,Kedzie Ave & 21st St,,11,11,In Service,41.853533632,-87.705073032,"(41.85353363213, -87.7050730318)"
44,State St & Randolph St,,27,27,In Service,41.884730201,-87.627733569,"(41.8847302006, -87.6277335692)"
441,Kedzie Ave & 24th St,,11,11,In Service,41.848190945,-87.705413746,"(41.84819094491, -87.7054137458)"
443,Millard Ave & 26th St,,7,7,In Service,41.844566849,-87.715910308,"(41.84456684891, -87.7159103081)"
444,Albany Ave & 26th St,,11,11,In Service,41.844475014,-87.702013013,"(41.84447501366, -87.7020130128)"
445,California Ave & 26th St,,11,11,In Service,41.844040031,-87.695295923,"(41.84404003127, -87.6952959227)"
446,Western Ave & 28th St,,11,11,In Service,41.841517708,-87.685131441,"(41.84151770807, -87.6851314409)"
447,Glenwood Ave & Morse Ave,,15,15,In Service,42.007971923,-87.665502394,"(42.00797192287, -87.6655023944)"
448,Warren Park East,,11,11,In Service,42.004549622,-87.680666145,"(42.00454962194, -87.6806661451)"
449,Clark St & Columbia Ave,,15,15,In Service,42.004450629,-87.672402405,"(42.00445062934, -87.6724024047)"
453,Clark St & Schreiber Ave,,15,15,In Service,41.999251822,-87.671377339,"(41.99925182186, -87.6713773393)"
454,Broadway & Granville Ave,,23,23,In Service,41.994779688,-87.660284535,"(41.9947796884, -87.6602845349)"
455,Maplewood Ave & Peterson Ave,,11,11,In Service,41.990236029,-87.69336964,"(41.99023602867, -87.6933696402)"
457,Clark St & Elmdale Ave,,15,15,In Service,41.990517556,-87.669833601,"(41.99051755556753, -87.66983360052109)"
458,Broadway & Thorndale Ave,,19,19,In Service,41.989742511,-87.660140621,"(41.98974251144, -87.6601406209)"
459,Lakefront Trail & Bryn Mawr Ave,,19,19,In Service,41.984036696,-87.652310469,"(41.98403669612, -87.6523104689)"
461,Broadway & Ridge Ave,,15,15,In Service,41.984044611,-87.660273829,"(41.9840446107, -87.6602738295)"
463,Clark St & Berwyn Ave,,19,19,In Service,41.977996654,-87.668047105,"(41.9779966544, -87.6680471047)"
464,Damen Ave & Foster Ave,,15,15,In Service,41.975614805,-87.679459039,"(41.97561480459, -87.6794590387)"
466,Ridge Blvd & Touhy Ave,,11,11,In Service,42.012132277,-87.682912644,"(42.01213227742, -87.6829126443)"
467,Western Ave & Lunt Ave,,15,15,In Service,42.008594397,-87.690492239,"(42.0085943972, -87.6904922389)"
468,Budlong Woods Library,,11,11,In Service,41.983664709,-87.696422561,"(41.98366470886, -87.6964225611)"
469,St. Louis Ave & Balmoral Ave,,15,15,In Service,41.980394235,-87.716114961,"(41.98039423475, -87.7161149615)"
471,Francisco Ave & Foster Ave,,15,15,In Service,41.975632725,-87.701419439,"(41.97563272521, -87.7014194389)"
472,Lincoln Ave & Winona St,,15,15,In Service,41.974911297,-87.692502559,"(41.97491129677, -87.6925025594)"
474,Christiana Ave & Lawrence Ave,,15,15,In Service,41.968354494,-87.711830667,"(41.96835449363, -87.7118306675)"
476,Kedzie Ave & Leland Ave,,15,15,In Service,41.966686362,-87.708051981,"(41.96668636205, -87.7080519806)"
478,Rockwell St & Eastwood Ave,,15,15,In Service,41.96590014,-87.693638494,"(41.96590013976, -87.6936384935)"
479,Drake Ave & Montrose Ave,,15,15,In Service,41.961154076,-87.716569073,"(41.96115407569, -87.7165690733)"
482,Campbell Ave & Montrose Ave,,15,15,In Service,41.961525933,-87.691165041,"(41.96152593287, -87.6911650414)"
484,Monticello Ave & Irving Park Rd,,15,15,In Service,41.954004839,-87.71912818,"(41.95400483876, -87.7191281797)"
485,Sawyer Ave & Irving Park Rd,,15,15,In Service,41.953586179,-87.7093108,"(41.95358617895, -87.7093107999)"
486,Oakley Ave & Irving Park Rd,,15,15,In Service,41.954340852,-87.686079624,"(41.95434085219, -87.6860796243)"
487,California Ave & Byron St,,19,19,In Service,41.952162193,-87.698051113,"(41.95216219326, -87.698051113)"
49,Dearborn St & Monroe St,,39,39,In Service,41.881319815,-87.629520919,"(41.881319815, -87.6295209193)"
490,Troy St & Elston Ave,,15,15,In Service,41.945243568,-87.706649901,"(41.94524356848, -87.7066499009)"
491,Talman Ave & Addison St,,15,15,In Service,41.946635831,-87.694614758,"(41.9466358306, -87.694614758)"
494,Kedzie Ave & Bryn Mawr Ave,,15,15,In Service,41.982397085,-87.70892252,"(41.98239708485, -87.7089225202)"
495,Keystone Ave & Montrose Ave,,11,11,In Service,41.961108016,-87.728970101,"(41.96110801623, -87.7289701012)"
498,California Ave & Fletcher St,,19,19,In Service,41.938428791,-87.698007756,"(41.93842879148, -87.698007756)"
499,Kosciuszko Park,,15,15,In Service,41.930585371,-87.723777364,"(41.93058537138, -87.7237773635)"
50,Clark St & Ida B Wells Dr,,35,35,In Service,41.875932666,-87.630584536,"(41.8759326655, -87.6305845355)"
500,Central Park Ave & Elbridge Ave,,15,15,In Service,41.935337283,-87.716889294,"(41.93533728263, -87.7168892935)"
501,Richmond St & Diversey Ave,,15,15,In Service,41.931901969,-87.70119513,"(41.93190196886, -87.7011951301)"
503,Drake Ave & Fullerton Ave,,15,15,In Service,41.924398819,-87.715441036,"(41.924398819, -87.7154410355)"
504,Campbell Ave & Fullerton Ave,,15,15,In Service,41.924632472,-87.689307006,"(41.92463247165, -87.6893070063)"
505,Winchester Ave & Elston Ave,,15,15,In Service,41.92409085,-87.676460075,"(41.92409085038, -87.6764600747)"
506,Spaulding Ave & Armitage Ave,,15,15,In Service,41.917108035,-87.710220963,"(41.917108034789315, -87.71022096276283)"
507,Humboldt Blvd & Armitage Ave,,19,19,In Service,41.917513394,-87.701808955,"(41.91751339399, -87.7018089555)"
508,Central Park Ave & North Ave,,15,15,In Service,41.909656876,-87.716631952,"(41.90965687563, -87.7166319516)"
509,Troy St & North Ave,,15,15,In Service,41.909769302,-87.705280487,"(41.90976930169, -87.7052804871)"
510,Spaulding Ave & Division St,,11,11,In Service,41.902706594,-87.709219571,"(41.90270659438, -87.709219571)"
511,Albany Ave & Bloomingdale Ave,,15,15,In Service,41.914026713,-87.705126462,"(41.91402671273, -87.705126462)"
54,Ogden Ave & Chicago Ave,,19,19,In Service,41.896362458,-87.654061273,"(41.896362458, -87.6540612729)"
57,Clinton St & Roosevelt Rd,,15,15,In Service,41.867117783,-87.641087959,"(41.8671177825, -87.6410879593)"
60,Dayton St & North Ave,,19,19,In Service,41.910578035,-87.649421929,"(41.9105780349, -87.6494219288)"
62,McCormick Place,,27,27,In Service,41.851375173,-87.618834649,"(41.8513751729, -87.6188346489)"
638,Clinton St & Jackson Blvd,,23,23,In Service,41.87811603,-87.639838457,"(41.87811603010527, -87.63983845710754)"
67,Sheffield Ave & Fullerton Ave,,27,27,In Service,41.925601882,-87.653708042,"(41.9256018819, -87.6537080423)"
672,Franklin St & Illinois St,,11,11,In Service,41.89102331,-87.635479867,"(41.89102331025185, -87.63547986745834)"
673,Lincoln Park Conservatory,,31,31,In Service,41.923931311,-87.635824531,"(41.92393131136619, -87.63582453131676)"
69,Damen Ave & Pierce Ave,,23,23,In Service,41.909396007,-87.677691929,"(41.9093960065, -87.6776919292)"
7,Field Blvd & South Water St,,19,19,In Service,41.886349063,-87.617516547,"(41.88634906269, -87.6175165471)"
74,Kingsbury St & Erie St,,23,23,In Service,41.893808056,-87.641697228,"(41.89380805624359, -87.64169722795485)"
89,Financial Pl & Ida B Wells Dr,,31,31,In Service,41.875023628,-87.633094043,"(41.8750236280333, -87.6330940425396)"
96,Desplaines St & Randolph St,,23,23,In Service,41.88461619,-87.644570585,"(41.88461618962, -87.6445705849)"
134,Peoria St & Jackson Blvd,,23,23,In Service,41.877641596,-87.649617791,"(41.8776415962753, -87.64961779117584)"
353,Clark St & Touhy Ave,,15,15,In Service,42.012560115,-87.674367115,"(42.01256011541, -87.6743671152)"
365,Halsted St & North Branch St,,15,15,In Service,41.899368439,-87.648479875,"(41.89936843921, -87.6484798752)"
40,LaSalle St & Adams St,,15,15,In Service,41.879344373,-87.631985221,"(41.87934437346, -87.6319852213)"
56,Desplaines St & Kinzie St,,27,27,In Service,41.888716036,-87.644447853,"(41.888716036, -87.6444478533)"
71,Morgan St & Lake St,,23,23,In Service,41.885483308,-87.652304856,"(41.8854833079, -87.6523048564)"
9,Leavitt St & Archer Ave,,15,15,In Service,41.82879202,-87.680604459,"(41.82879201994, -87.6806044594)"
168,Michigan Ave & 14th St,,19,19,In Service,41.864059,-87.623727,"(41.864059, -87.623727)"
452,Western Ave & Granville Ave,,11,11,In Service,41.994161369,-87.689438282,"(41.99416136902, -87.689438282)"
232,Pine Grove Ave & Waveland Ave,,23,23,In Service,41.949275,-87.646303,"(41.949275, -87.646303)"
199,Wabash Ave & Grand Ave,,31,31,In Service,41.891466,-87.626761,"(41.891466, -87.626761)"
436,Fairfield Ave & Roosevelt Rd,,11,11,In Service,41.866624,-87.694521,"(41.866624, -87.694521)"
423,University Ave & 57th St,,31,31,In Service,41.791478,-87.599861,"(41.791478, -87.599861)"
335,Calumet Ave & 35th St,,15,15,In Service,41.831379,-87.618034,"(41.831379, -87.618034)"
595,Wabash Ave & 87th St,,11,11,In Service,41.736646,-87.622634,"(41.736646, -87.622634)"
55,Halsted St & Roosevelt Rd,,23,23,In Service,41.867324,-87.648625,"(41.867324, -87.648625)"
321,Wabash Ave & 9th St,,19,19,In Service,41.870769,-87.625734,"(41.870769, -87.625734)"
100,Orleans St & Merchandise Mart Plaza,,35,35,In Service,41.888243,-87.63639,"(41.888243, -87.63639)"
644,Western Ave & Fillmore St (*),,12,12,In Service,41.868563,-87.686234,"(41.868563, -87.686234)"
185,Stave St & Armitage Ave,,11,11,In Service,41.917741,-87.691392,"(41.917741, -87.691392)"
561,Damen Ave & 59th St,,11,11,In Service,41.78602,-87.674167,"(41.78602, -87.674167)"
440,Central Park Ave & 24th St,,11,11,In Service,41.8481,-87.715068,"(41.8481, -87.715068)"
492,Leavitt St & Addison St,,15,15,In Service,41.946655,-87.683359,"(41.946655, -87.683359)"
262,Halsted St & 37th St,,11,11,In Service,41.827059,-87.64572,"(41.827059, -87.64572)"
6,Dusable Harbor,,39,39,In Service,41.886976,-87.612813,"(41.886976, -87.612813)"
210,Ashland Ave & Division St,,27,27,In Service,41.90345,-87.667747,"(41.90345, -87.667747)"
306,Sheridan Rd & Buena Ave,,19,19,In Service,41.958494,-87.654966,"(41.958494, -87.654966)"
107,Desplaines St & Jackson Blvd,,27,27,In Service,41.878287,-87.643909,"(41.878287, -87.643909)"
532,Austin Blvd & Lake St,,11,11,In Service,41.887919,-87.774446,"(41.887919, -87.774446)"
215,Damen Ave & Madison St,,15,15,In Service,41.88137,-87.67493,"(41.88137, -87.67493)"
333,Ashland Ave & Blackhawk St,,15,15,In Service,41.907066,-87.667252,"(41.907066, -87.667252)"
465,Marine Dr & Ainslie St,,23,23,In Service,41.9716,-87.650154,"(41.9716, -87.650154)"
524,Austin Blvd & Chicago Ave,,7,7,In Service,41.894887,-87.774704,"(41.894887, -87.774704)"
